nombre,codigo
Suministros para piscicultura,21111602
Suministros para terapia de irradiación tiroidea,42202601
Suministros y accesorios de irrigación o aspiración otorrinolaringológica,42293508
Superaleación inconel 600,11171801
Superaleación ta6v,11171901
Supercargadores,26101719
"Supervisión de instalación, ajuste o mantenimiento de calderas",72102301
Supervisión de perforación de pozo,71121616
Supervisión o monitoreo de calidad de la energía,83101808
"Suplementarios, prolongadores de cemento",12163401
Suplemento de potasio,51191805
Suplementos de aminoácidos,51191902
Suplementos o reactivos de entornos para insectos,41106507
Suplementos vitamínicos,51191905
Supositorios de glicerina,51171619
Supresor de ondas,39121610
Suprofeno,51142113
Surtidos de adhesivos,60101310
Suspensión de dirección,25174202
Suspensiones,12161802
Suspensiones de vestuario (maniquies),56101540
Suspensiones del trazador de líneas,20121417
Suspensiones para fontanería o plomería,40141725
Sustitución de cultivos,70141704
Sustitutos de café,50201707
Sustitutos de huevo,50131607
Sutura,42312201
Sutura quirúrgica o agarradores de alambre o productos relacionados,42292904
Suxametonio,51151911
Symphytum Peregrina,51142157
Tabaco de pipa o tabaco de de hoja,50211503
Tabaco para masticar,50211504
"Tabiques de aseos, muros, paredes",30181508
Tabla de brazo intravenoso o arterial,42221802
"Tablas con broches de presión, sujetapapeles (copy holder)",44122012
Tablas de actividad o tablas de clavetas terapéuticas,42251504
Tablas de bañar para personas discapacitadas,42211601
Tablas de cortar domésticas,52151606
Tablas de cortar o mondar para personas discapacitadas,42211908
Tablas de cuerpo de autopsia,42261605
Tablas de incentivos,60101204
Tablas de incentivos bíblicos,60101202
"Tablas de madera, tablones",30103605
Tablas de medir,41114203
Tablas de mezclar dentales,42151628
Tablas de patinaje o tablas de figura de ocho para rehabilitación o terapia,42251609
Tablas de pernos o accesorios para rehabilitación o terapia,42251801
Tablas de planchar,56101524
Tablas de recortes médicos o de enfermería,42301505
Tablas de símbolos o alfabetos para personas discapacitadas,42211706
Tablas de snowboard,49151505
Tablas de talco para rehabilitación o terapia,42251606
"Tablas de wake, knee y boogie",49141602
Tablas de windsurf,49141605
Tablas para el movimiento de pacientes o accesorios,42192211
Tablas para la columna vertebral,42171613
Tablas y accesorios para hockey aéreo,49181506
Tablero de cables imprimido,32101510
Tableros de copiar electrónicos y accesorios,44111902
Tableros de dibujo o bosquejo o accesorios,60121151
Tableros de dibujo o retoques,45101905
Tableros de fibra,14121505
Tableros de letras y accesorios ,44111904
Tableros de planificación o accesorios,44111901
Tableros geométricos,60103103
Tableros geométricos de dos caras,60103105
Tableros magnéticos o accesorios,44111908
Tableros o cuadros para contar hasta 100,60102508
Tableros o tapetes de corte de patrones,53141630
Tableros para las matemáticas básicas,60102412
"Tableros, terminales de bornes",39121410
Tabletas gráficas,43211712
Tabletas para limpiar las prótesis dentales,53131508
Tablillas aislantes,31371001
Tablillas de aire de servicios médicos de urgencia,42171606
Tablillas de escritura,60121152
Tablillas o estiradores nasales,42312402
Tablones de franela,60102306
Taburete escalonado (escabel),30191505
Taburetes de aula,56121504
Taburetes de escalones para uso quirúrgico o accesorios,42295116
Taburetes de restaurantes o bar,48102005
Taburetes dentales,42151702
Taburetes para médicos y accesorios,42192104
Taburetes rodantes de cirujano o accesorios,42295115
Tackifier de hidrocarburo,13111040
Tacómetros,41112802
Tacos de billar,49181502
Tacos de papel (incluye los adhesivos),14111530
Tacrolimus,51201504
Tadalafilo,51212403
Tajaderas,23151902
Taladradoras,23153301
Taladradoras eléctricas,27112703
Taladro de arrastre,20111604
Taladro de impacto eléctricos,27112713
Taladro de mano o empuje,27111515
Taladro de martillo de punta de gran profundidad,20102002
Taladro de perforación y guías móviles,20111615
Taladro Neumático,27131505
Taladro para tornillos eléctricos,27112710
Taladros,27111509
Taladros de larga profundidad del pozo (ITH) o de fondo (DTH),20102001
Taladros o barrenas quirúrgicas o accesorios,42291708
Taladros o brocas de taladro para endoscopia,42294950
Taladros o brocas dentales,42151617
Taladros para corchos de laboratorio,41122503
"Taladros quirúrgicos de mano o rotatorios, o kits de taladros o accesorios",42291701
"Taladros, barrenas para investigar, desarrollar y mejoramiento forestal",21102206
Talco,11101518
"Talegas, bolsos",25111929
Talento o entretenimiento,80141903
Talio tl,12141743
Taller de pintura variado,23153507
Talones o talonarios,14111805
Tamarindo,50102311
Tambor de freno,25171714
Tambores,60131405
Tambores abrasivos,31191519
Tambores de elevación,24101633
Tambores de la máquina impresora o fax o fotocopiadoras,44103109
Tambores metálicos,24112108
Tambores no metálicos,24112109
Tambores o pulidoras,23131509
Tambores oftalmológicos,42183007
Tambores para lijar,23131508
Tamices,23151608
Tamizador de uso doméstico,52151620
Tamoxifeno,51111809
Tamoxifeno citrato,51111821
Tampones quirúrgicos,42292501
"Tampones, enchufes de puentes de cementar",20121102
Tanado de clorfeniramina,51161631
Tanato de carbetapentano,51161815
Tanato de dextrometorfán,51161819
Tanato de difenhidramina,51161636
Tanato de pseudoefedrina,51151745
Tangelo concentrado,50202426
Tangelo jugo,50202412
Taninos,12352503
Tanque,72152404
Tanques,25102001
Tanques almacenadores de petróleo,20142901
Tanques de aire comprimido para buceo,49141502
Tanques de almacenaje de cemento o cemento líquido a granel,20121103
Tanques de almacenaje de combustible,24111808
Tanques de almacenamiento,24111803
Tanques de calibración,24111804
Tanques de cámara de agua,47101523
Tanques de decantación,47101532
Tanques de expansión,24111807
Tanques de inmersión,24111806
"Tanques de lavado, de enjuague",24111813
Tanques de oleaje,20122215
Tanques de revelado,45141602
Tanques de transformación,24111809
Tanques dialsate de hemodiálisis,42161609
Tanques interiores de combustible del avión,25202401
Tanques o cilindros de aire o gas,24111802
Tanques o depósitos del inodoro,30181515
Tanques para la caída de combustible de avión,25202402
Tanques refrigeradores de leche,21101908
Tanques refrigerados,24131506
Tanques sépticos,47101531
"Tanques, bidones de almacenamiento de agua",24111810
"Tanques, depositos de productos químicos",24111805
Tantalio ta,12141741
Tapa de tubería,40142310
Tapa del tambor,24112112
Tapa gotera de tejado,30151610
Tapa o fondo de cilindro,26101713
Tapaderas para ollas y sartenes de uso comercial,48101810
Tapadores de servicio de fracturar,20121212
Tapadores multilaterales,20123003
Tapadores recuperables de cementación,20121116
Tapagoteras,30151601
Tapagoteras ,31201606
Tapas blandas de techo desmontables ,25174104
Tapas de agujas o dispositivos de protección o accesorios,42142511
Tapas de cajas,24112011
Tapas de depósitos de inodoro,30181514
Tapas de esterilización,42281512
Tapas de recipientes de desechos,47121704
Tapas de tabla de brazo intravenoso o arterial,42221801
Tapas de tablero de bornes,39121424
Tapas de tubo,40142607
Tapas del inodoro,30181513
Tapas duras de techo desmontables,25174103
Tapas fijas de techo convertibles,25174102
Tapas o cubiertas de encuadernadora ,44122025
Tapas o forros para equipo médico,42192501
Tapas o superficies de trabajo de los muebles,56101901
Tapas o tachos de motor,26101715
Tapas para cajas,24112409
Tapas para envases de servicios de alimentación,48101919
Tapas protectoras para implantes ortopédicos,42295460
"Tapas, cubiertas de cajas eléctricas",39121304
"Tapas, tapón de radiador",25174003
Tapasol,25174409
"Tapes, cintas medicas no – adherentes",42311520
Tapicería,72102603
Tapices rodantes,49201501
Tapón de cabeza del estetoscopio,42182105
Tapón de tubería,40142313
Tapón macho de terminación,20121404
"Tapón o tapa del carter, de aceite o combustible",25172408
Tapón obturador,20121301
Tapones de corcho o accesorios,60124002
Tapones de drenaje,40141738
"Tapones de extremidad, tubo o núcleo",24141702
Tapones de laboratorio,41122502
Tapones de oídos médicos,42143507
Tapones de punta o sonda de termómetro médico,42182205
Tapones de tubería de slickline,20122347
Tapones de tubo,40142609
Tapones de tubos de envío postal,44121512
Tapones del anticongelante,26101763
Tapones del árbol de levas,26101761
Tapones fusible,40141745
Tapones herméticos para endoscopios,42294938
Tapones machos de perforación,20122108
Tapones médicos de oídos de resguardo radiológico,42204004
Tapones médicos de sondas de ultrasonido o de doppler o de eco,42201705
Tapones o grapas de los catéteres urinarios,42142703
Taquistoscopios,42183032
Tarjeta de circuito de transferencia inteligente para planta eléctrica,32101529
Tarjeta madre posterior o paneles o conjuntos,43201610
Tarjetas aceleradoras de sonido,43201502
Tarjetas aceleradoras de vídeo o gráficos,43201401
"Tarjetas comerciales, de presentación",14111604
Tarjetas controladoras de periféricos,43201407
Tarjetas de actividades de bloques de atributos,60102607
Tarjetas de actividades de los tableros geométricos,60103108
Tarjetas de actividades de resolución de problemas,60102614
Tarjetas de actividades de valor de posición o base diez,60102803
Tarjetas de actividades para trabajar con manipuladores de matemáticas básicas,60102403
Tarjetas de adición,60101314
Tarjetas de audioconferencia,43201546
Tarjetas de circuito de doble cara,32101506
Tarjetas de circuito de una cara,32101509
Tarjetas de circuito multi capa,32101508
Tarjetas de comunicación del profesor,60101720
Tarjetas de creación de palabras,60101325
Tarjetas de cultura general,60101315
Tarjetas de dinero,60101329
Tarjetas de división,60101317
Tarjetas de ejercicios de fonética,60102202
Tarjetas de electrónica,60101318
Tarjetas de entrada de vídeo,43201531
Tarjetas de equivalencias,60101319
Tarjetas de escritura o escritura a mano,60101327
Tarjetas de fax,43201545
Tarjetas de felicitación o notas o tarjetas postales,14111605
Tarjetas de fonética,60101326
Tarjetas de fotografías o actividades de biología,60103928
Tarjetas de fracciones,60101320
Tarjetas de huellas digitales de solicitantes,14111816
Tarjetas de imágenes de fonética,60102204
Tarjetas de imágenes de historia,60103806
Tarjetas de interfaz de red,43201404
Tarjetas de interfaz de telecomunicaciones de modo de transferencia asíncrono (ATM),43201501
Tarjetas de inventario,14111519
Tarjetas de invitación o anuncio,14111611
Tarjetas de la hora,60101330
Tarjetas de los estados,60101331
Tarjetas de los números,60101328
Tarjetas de mayor que o menor que,60101321
Tarjetas de módem,43201403
Tarjetas de módulo de memoria,43201402
Tarjetas de multiplicación,60101322
Tarjetas de números,60102410
Tarjetas de patrones de pentominós,60103013
Tarjetas de patrones o actividades de bloques de patrones,60102703
Tarjetas de patrones o actividades de bloques geométricos,60102709
Tarjetas de patrones o actividades de rompecabezas tangram,60102712
Tarjetas de puerto en paralelo,43201522
Tarjetas de puerto en serie,43201408
Tarjetas de recepción de redes ópticas,43201405
Tarjetas de sustracción,60101323
Tarjetas de tablero de conectadores de circuitos,32101507
Tarjetas de tiendas o promocionales,14111815
Tarjetas de transmisión de redes ópticas,43201406
Tarjetas de voz,43201547
Tarjetas del alfabeto,60101324
Tarjetas electrónicas,55121808
Tarjetas en blanco,60101316
Tarjetas inteligentes,32101617
Tarjetas o fichas de libro de biblioteca,14111536
Tarjetas o puertos de conmutación,43201410
Tarjetas perforadas de incentivo,60101205
Tarjetas sencillas de circuitos impresos,32131010
Tarjeteros,44111518
Tarraja,27111722
Tarrajas,23172015
Tarros de pesca,20121512
Tarros o potes,24112602
Tartrato butorfanol,51142201
Tartrato de brimonidina,51151702
Tartrato de dihidrocodeína,51142217
Tartrato de ergotamina,51142403
Tartrato de fendimetrazina,51142605
Tartrato de fenindamina,51161640
Tartrato de ifenprodil,51122107
Tartrato de levorfanol,51142225
Tartrato de metoprolol,51121721
Tartrato de rivastigmina,51151515
Tartrato de vinorelbina,51111814
Tartrato de zolpidem,51141808
Tartrato sódico - potásico,51171627
Tatadores de llama,23152002
Tatuajes no permanentes (tatoo),53131631
Taurolidina,51101618
Taxis de agua,78111701
Taza de inodoro,30181511
Tazaroteno,51241219
Tazas de balineras,31171529
Tazas de café o té domésticas,52152101
Tazas de la succión,24101631
Tazas del servicio de alimento,48101905
Tazas o jarras para personas discapacitadas,42211905
Tazas o vasos desechables domésticos,52151504
Tazas para dejar en remojo del desinfectante,42281702
Tazas para medir de uso comercial,48101804
Tazas para medir domésticas,52151607
Tazones y equipos para comida de animales domésticos,10111304
Té en hoja,50201710
Té instantáneo,50201711
Teatro,30221007
Teatro ,72151507
Teatro operativo,30222403
Teatro operativo ,72152003
Teatros,90152202
Techado prearmado,30151501
Techos de habitaciones,30151608
Techos de sol o de luna,25174106
Teclados,43211706
Tecnecio tc,12141742
Tecnología audiovisual,86141702
Tecnología bipolar o de semi conductor de óxido metálico (BIMOS),32101615
Tecnología de laboratorio veterinario,70122008
Tecnología de producción de lácteos,70121503
Tecnología de semi conductor bipolar complementario de óxido metálico (BICMOS),32101616
"Tee, salidas de ramal de tubería",40142302
Teicoplanina,51101532
Tejados de pizarra,30151510
Tejados tipo masandra,30151609
Tejas,30151506
Tejas de madera,30151508
Tejedoras,23121507
Tejido de coco,11151711
Tejido de hilado de papel,11162118
Tejido de pelo animal,11151708
Tejido de yute,11151710
Tejido o tela de grafito,11162104
Tejido o tela de vidrio,11162105
Tejido o tela impregnado de resina,11162107
Tejido sintético,11151709
Tejidos,12352206
Tejidos animales o fluidos corporales,41105901
Tejidos de cerquillo,11162131
Tejidos de cinta,11162123
Tejidos de fieltro,11162124
Tejidos de lana de ligamento de sarga,11161604
Tejidos de lana de punto,11161603
Tejidos de lana en tafetán,11161601
Tejidos de lana entretejido jacquard,11161602
Tejidos de terciopelo de seda,11161504
Tejidos de terciopelo sintético,11161805
Tejidos entramados,11162125
Tejidos o cintas de gancho y lazo,11162114
Tejidos o redes para entomología,41102503
Tejidos para cerner,11162120
Tejidos para techos,30151503
Tejidos remallados,11162122
Tela acolchada,11162126
Tela de batik,60121911
Tela de camuflaje,11162127
Tela de caucho,11162117
Tela de cortina,11162130
Tela de filtro,40161805
Tela de paracaídas,11162128
Tela de seda de entretejido plano,11161501
Tela de seda de punto,11161503
Tela de seda entretejido jacquard,11161502
"Tela de yute, Cáñamo o arpillera (estopas)",11162003
Tela marquisette,11162129
Tela o tejido de estopilla,11162101
Tela para mosquitero,11162111
Tela transparente para dibujar,11162119
Telares de mesa,60122006
Telares de remallado,53141616
Telares de suelo,60122007
Telares manuales,60122005
Telas abrasivas,31191504
Telas para limpiar gafas,42142907
Telas para tapicerías,11162113
Telas revestidas,11162112
"Telas, tejidos cruzados de algodón",11161702
"Telas, tejidos de algodón de oxford",11161703
"Telas, tejidos de algodón de punto",11161704
"Telas, tejidos de algodón de terciopelo",11161705
"Telas, tejidos de algodón en tafetán",11161701
"Telas, tejidos de bízmaleimida",11162102
"Telas, tejidos de fibras vegetales lisas no de algodón",11162001
"Telas, tejidos de punto de fibra vegetal no de algodón",11162002
"Telas, tejidos entretejido jacquard",11161802
"Telas, tejidos sintéticos de punto",11161804
"Telas, tejidos sintéticos en tafetán",11161801
"Telas, tejidos sintéticos entretejidos dobby",11161803
Telbivudina,51102337
Telecomunicaciones que planean servicios,81111708
Teléfonos analógicos,43191509
Teléfonos digitales,43191508
Teléfonos fijos,43191504
Teléfonos para usos especiales,43191507
Teléfonos públicos de previo pago,43191503
Telégrafos,43222701
Telemarketing,80141603
Telémetros,41111613
Telescopios,41111715
Televisores,52161505
Telmisartán,51121763
Teluro te,12141913
Telurómetros,41111606
Temas relacionados con la eutanasia,85131601
Temazepam,51141922
Temozolomida,51111519
Templos,30223002
Templos ,72152602
Temporizadores de cocina de uso doméstico,52151647
Tenacillas,27111525
Tenazas,27112104
Tenazas aisladas,27112135
Tenazas ajustables widemouth,27112107
Tenazas de complemento,20122833
Tenazas para alambre,27111511
Tenazas que no provocan chispa,27112136
Tenazas quirúrgicas,42292303
Tenazas/asimientos para bidones,24101902
Tendedero de ropa,56101607
Tendido de cables,72102208
Tenecteplasa,51131711
Tenedores de aguja de grado bajo,42142005
Tenedores domésticos,52151703
Teniposida,51111611
Tenofovir disoproxil fumarato,51102332
Tensiometros,42201714
Tensiómetros,41114509
Tensionadores para atar o amarrar,44102305
Tensionadores quirúrgicos,42292304
Tensor de mano,49201608
Tensores de cadena,26111533
"Tensores, torniquetes",31162405
Teñidores de portaobjetos de hematología,41105202
Teñidores de portaobjetos de histología o citología,41105201
Teñidores de portaobjetos de microbiología,41105203
Teodolitos,41114204
Teofilina,51161505
Teofilina 80 MGS./15 ML.M jarabe 100  - 120 ML.,51161518
Terazosina,51121702
Terbio tb,12141614
Terbutalina,51161506
Terconazol,51101828
Tereftalato de polibutileno (TPB),13102012
Tereftalato de polietileno (PET),13102020
Tereptatlate del polibutileno,13111011
Terfenadina,51161607
Teripratida (hormona paratifoidea ADNR),51182423
Terminaciones,32101527
Terminadoras,23171623
Terminal de carga rodante,30222025
Terminal de carga rodante ,72151625
Terminal de punto de venta (POS),43211505
Terminales de cable o alambre,39121405
Terminales de radiobúsqueda,43223212
Terminales de telecomunicaciones,43222815
Terminales eléctricos,39121432
Terminales elementales o consolas de gran sistema (mainframe),43211510
Terminales portátiles de entrada de datos,43211715
Termistores,41112218
Termo – permutadores,40101802
Termo impresora de transferencia para aplicaciones comerciales de imprimir,45101512
Termógrafos,41112207
Termómetro médico de mercurio,42182206
Termómetros clínicos veterinarios,42121509
Termómetros de mano,41112213
Termómetros de preparación de alimentos de uso doméstico,52151648
Termómetros de resistencia,41112211
Termómetros de superficie,41112212
Termómetros de tele indicación,41112210
Termómetros del ventilador,42272216
Termómetros médicos electrónicos,42182201
Termómetros médicos fibrópticos,42182202
Termómetros para congeladores o refrigeradores de laboratorio,41112220
Termómetros para incubadoras de laboratorio,41112221
Termómetros rectales de autopsia,42261611
Termopares,41112206
Termoplástico,13101723
Termorreguladores para pacientes,42182108
Termos domésticos,52152010
Termostato,39121549
Termostatos,41112209
Terpenoides,12352212
Terracota,11111801
Terraja con accesorios,23153305
Terrarios,10131701
Terreno,30222804
Terreno de estacionamiento,30222061
Terreno de estacionamiento ,72151661
Tes del golf,49211604
Testigos,49161707
Testolactona,51111810
Testosterona,51182002
Teteras de uso doméstico,52141539
Teteras o cafeteras domésticas,52152008
Teteros o accesorios,52152105
Tetinas de biberón,42231807
Tetracaína,51142943
Tetraciclina,51101509
Tetracloroetileno,51101716
Tetranitrato de pentaeritritol,51121604
Textos vocacionales o educativos electrónicos,55111513
Thinner,15101511
Thioguanina,51111612
Tiabendazol,51101707
Tiacetazona,51102007
Tiamina clorhidrato (vitamina B1),51191911
Tianfenicol,51101519
Tiaprida,51141908
Tibolona,51181852
Ticarcilina,51101560
Tickets o rollos de tickets,14111801
Tiendas de campaña,49121503
Tiendas de campaña médicas aerosol,42271712
Tiendas de campaña para emergencias,30201802
Tiendas de campaña para emergencias ,72141802
Tierra,11111501
Tierra de batán,11111810
Tierra de desmonte,11111502
Tierra vegetal,11111503
Tijeras,44121618
Tijeras autoabridor para personas discapacitadas,42212006
Tijeras autopsia,42261501
Tijeras con aislante,27111529
"Tijeras de fabricante, de industria ",27111519
Tijeras de frente corrido,20101502
Tijeras de grado bajo,42142007
Tijeras de laboratorio,41122408
Tijeras de pescador,27111530
Tijeras de podar,27112007
Tijeras dentales,42151638
Tijeras elevadoras,24101617
Tijeras para corte de cabello,27111531
Tijeras para vendajes o sus accesorios,42311537
Tijeras quirúrgicas,42291614
Tilapias,10101703
Timbres de puerta,46171618
Timbres para puertas,46171605
Timolol,51241115
Timolol maleato,51151805
Timón o volante y accesorios,25174211
Timones de avión,25201507
Timones marinos,25111925
Timpanómetros o accesorios,42182416
Tinidazol,51101617
Tinta de huellas dactilares,46151703
"Tinta, repuestos de tinta",44121904
Tintas,12171703
Tintas acrílicas de base acuosa,60121802
Tintas de caligrafía,60121812
Tintas de dibujo de base acuosa,60121810
Tintas de dibujo de base disolvente,60121811
Tintas de litografía o grabado a la manera negra de base oleosa,60121807
Tintas de monoimpresión de base oleosa,60121808
Tintas de póster de base acuosa,60121801
Tintas de serigrafiado,60121813
Tintas de serigrafiado de base oleosa,60121803
Tintas de sublimación de grabado,60121806
Tintas de tela de base acuosa,60121804
Tintas de tela de base oleosa,60121805
Tintas de veteado,60123801
Tintas monoimpresión de base acuosa,60121809
Tinte para cabello,53131640
Tinte para geles de ácidos nucleicos,41105321
Tinte para geles de poliacrilamida,41105322
Tintes dentales o suministros,42152447
Tintes fluorescentes,12171501
Tintes ftaleínas,12171502
Tintes naturales,12171506
Tintes rosanilinas,12171503
"Tintes seguros para alimentos, medicamentos y cosméticos",12171504
Tinturas,31211706
Tinzaparina sódica,51131616
Tiocianoacetato de isobornilo,51101712
Tiocolchicosido,51151912
Tioconazol,51101820
Tioéteres,12352113
Tiopental sódico,51142921
Tioridazina clorhidrato ,51141729
Tiosalicilato sódico,51142014
Tiosulfato sódico,51211622
Tiotepa,51111516
Tiotixenos,51141723
Tipografía,82121502
Tiracremalleras para personas discapacitadas,42211813
Tirador de fusible,27113102
Tiradores de aguja e hilo para autopsia ,42261504
Tiradores de pestillos de seguridad,46121604
Tiras de empaque para el cuidado de heridas,42312403
Tiras de extensor,60121244
Tiras dentales de acabado o pulido,42151806
Tiras indicadores de esterilización,42281806
Tiras o canutillos de encuadernación,44103505
Tiras o papeles para ensayos de ph,41113034
Tiras o papeles para ensayos químicos,41113035
Tiras o papeles para pruebas de productos químicos,41116106
Tiras para ensayos de ionograma urinario,41116138
Tiras para ensayos de PH,41115605
Tiras para ensayos selectivos de iones,41115607
Tiras para medir temperatura del paciente,42182208
Tiras para pruebas de desinfectante,42281801
"Tiras, regletas de montaje",31162304
Tiratrones,32141007
Tiristores,32111702
Tiro al plato,49181606
Tiroides,51141630
Tirotricina,51101528
Tirotropina,51181604
Titanio,11101703
Titanio en barra labrada,31231112
Titanio en placas labrado,31231212
Titanio no aleado para implantes dentales,42152442
Titanio ti,12141746
Titulares del aula,60111203
Tiza,44121710
Tiza para taco de billar,49181514
Toallas de baño,52121701
Toallas de esterilización,42281912
Toallas de mano,52121704
Toallas de papel,14111703
Toallas de playa,52121702
Toallas faciales,52121705
Toallas quirúrgicas u obstetricia,42131704
Toallas sanitarias y/o protectores diarios,53131645
Tobogán de piscina,49241702
Toboganes para parques infantiles,49241504
Tobramicina,51101582
Tocadores,56101537
Tocilizumab,51142150
Tofisopam,51141911
Togas y birretes,53102521
Tolazamida,51181523
Tolbutamida,51181515
Tolcapona,51142510
Toldos,30151901
Tolmetina sódica,51142143
Tolnaftato,51101821
Toltrazuril,51102502
Tolvas para hornos de cocido,60124308
Toma de corriente hembra y macho,39121314
Toma muestras de contaminantes del aire,41104016
Toma muestras de dióxido de azufre o humo,41104013
Tomamuestras para recintos radiactivos,26141804
Tomas de energía,26111508
Tomas o centros de medidores,39121102
"Tomate, frescos o congelados",50101585
Tombolas,60141206
Toneles,24112101
Tóner,44103103
Tóner para fax,44103124
Tóner para fotocopiadoras,44103125
Tóners o líquidos reveladores médicos,42203704
Tonómetros oftalmológicos,42183018
"Tonos, sombras odontológicos",42151507
Tope de paso,23153101
Topes de endodoncia o accesorios,42151680
Topes de entubamiento,20141401
Topes de grava,30151603
Topes de puerta,31162804
Topes de puerto dialsate de la unidad de hemodiálisis,42161621
Topes de puerto sanguíneo de la unidad de hemodiálisis,42161619
Topes de retención,26111523
Topes para barras,52131703
Topiramato,51141528
Topografía,81151604
Topógrafo de córnea,42183002
Torio th,12141744
Tornapáginas para personas discapacitadas,42212110
Tornillo con hueco hexagonal en la cabeza,31161518
Tornillo de casquillo,31161501
Tornillo de fiador,31161609
Tornillo de hombros,31161517
Tornillo de orejas,31161516
Tornillo de transportador,24101705
Tornillo para madera,31161608
Tornillo prisionero ,31161510
Tornillos de anclaje,31161502
Tornillos de apriete,31161511
Tornillos de cabeza plana,31161513
Tornillos de presión,31161505
Tornillos de rosca,31161507
Tornillos de rosca para laminados,31161512
Tornillos de rosca para madera,31161508
Tornillos de soldadura,31161514
Tornillos esféricos o conjuntos de tornillos esféricos,26111535
Tornillos para metales,31161504
Tornillos para muros en seco,31161509
Tornillos quirúrgicos de mioma,42293201
Torniquetes,41104104
Torniquetes neumáticos o eléctricos quirúrgicos o accesorios,42295122
Torniquetes o abrazaderas de servicios médicos de emergencia,42172201
Torniquetes quirúrgicos o ocluderes vasculares o ligatores o accesorios,42295305
Torno de alfarero para cerámicas hechas a mano,60124306
Tornos,23171606
Tornos ,27113103
Tornos de decoración para alfarería,60124310
Tornos de laboratorio dental o accesorios,42152211
Torpedos,46111801
Torre de control del aeropuerto,30222013
Torre de control del aeropuerto ,72151613
Torres de disposición de discos duros,43201616
Torres o grúas de perforación,20111616
Torsemida,51191521
Torta de borujo de neem (NIM),10152104
Tortas de borujo,10121506
"Tortas, empanadas o pastas congelados",50182002
"Tortas, empanadas o pastas frescas",50182001
Tortilla,50193107
Tosilato de bretilio,51121512
Tostadores de cinta de uso comercial,48101508
Tostadores de uso comercial,48101525
Tostadores domésticos,52141522
Toxina botulínica,51152005
Toxoide tetánico,51201621
Toxoides diftérico y tetánico absorbidos (DT),51201629
Toxoides diftérico y tetánico y vacuna antipertussis acelular,51201631
Trackballs y ratones de ordenador,43211708
Tractores agrícolas,25101901
Tractores de carga integrados,22101527
Tractores remolcadores para aviones,25191509
Trajes aislados o para flotar en el agua,46181517
Trajes de baño de bebés,53102805
Trajes de baño de hombre,53102801
Trajes de baño de mujer,53102802
Trajes de baño de niña,53102804
Trajes de baño de niño,53102803
Trajes de bebé,53101905
Trajes de hombre,53101902
Trajes de mujer,53101904
Trajes de niña,53101903
Trajes de niño,53101901
Trajes de trabajo protectores,46181503
Trajes isotérmicos,49141506
Trajes para natación submarina,49141507
"Trajes, cascos o mascarillas de aislamiento quirúrgico o accesorios",42131707
Tramas de terminales de distribución telefónica,43222818
Trampa para el control de insectos voladores,10191703
Trampa para el control para animales,10191701
Trampas de burbuja de perfusión,42294706
Trampas de yeso de laboratorio dental,42152214
Trampas deportivas,49131603
Trampas o alambres de trampas endoscópicos o accesorios,42294930
Trampas o alambres de trampas quirúrgicas,42291616
Trampas o contenedores de recogida de muestras de espécimenes quirúrgicos,42295426
Trampas para animales,72102105
Trampas para control de animales,10191706
Trampas pegajosas para entomología,41102511
"Trampas, alertas o detectores de burbuja de aire o embolla de la unidad dehemodialisis",42161616
Trampolín,49241701
Trampolines gimnásticos,49171504
Trandolapril,51121731
Transbordadores a bolas,24101702
Transductores de bombas de infusión intravenosa,42222007
Transductores de sonido,41112104
Transductores electroneumáticos,41112107
"Transductores médicos de eco, de ultrasonidos o doppler",42201711
Transferencias de armas,92112203
Transformador de calor de plato,40101835
Transformadores (estabilizadores),39121003
Transformadores de distribución de energía,39121001
Transformadores de fuentes de alimentación o de suministro de potencia,39121002
Transformadores de transmisión,39121109
Transiluminadores,41105304
Transiluminadores de exámen médico,42181502
Transiluminadores oftálmicos,42183019
Transistores bipolares de puerta aislada (IGBT),32111609
Transistores bipolares de unión (BJT),32111611
Transistores de efecto de campo (TET),32111602
Transistores de efecto de campo de juntura (JFET),32111610
Transistores de efecto de campo de silicona de óxido metálico (TECSOM),32111603
Transistores de radiofrecuencia (RF) o de darlington bipolar,32111607
Transistores fotosensibles,32111601
Transistores uniempalme,32111608
"Transistores, receptores y convertidores de soporte",43201553
Transmisión escalonada o transmisión stepper o graduador escalonado,26111516
Transmisiones automáticas,25173813
Transmisiones de tambor,26111525
Transmisiones hidrocinéticas,26111529
Transmisiones hidrostáticas,26111528
Transmisiones manuales,25173812
Transmisores de caudal,41112516
Transmisores de humedad,41112106
Transmisores de PH,41115614
Transmisores de presión,41112410
Transmisores de temperatura,41112105
"Transmisores o equipo de telemetría de electrocardiografía (ECG), o accesorios",42181719
Transmisores térmicos odontológicos,42151670
Transparencias de billetes,60102906
Transparencias de física nuclear,60105005
Transparencias de monedas,60102907
Transplantadoras,21101602
Transportador de guía,24101717
Transportadores,44111806
Transportadores a rodillos,24101709
Transportadores de aire,24101714
Transportadores de cubo,24101713
Transportadores de redes de pesca,21111508
Transportadores extensibles,24101708
Transportadores vibratorios,24101727
Transporte aéreo – carretera,78101904
Transporte aéreo – marítimo,78101901
Transporte aéreo blindado,78101503
Transporte aéreo interior de carga,78101501
Transporte aéreo internacional de carga,78101502
Transporte carretera – marítimo,78101903
Transporte de agua,78102102
Transporte de catres para niños,56121609
Transporte de marítimo blindado,78101705
Transporte de productos petrolíferos,78102101
